District,Households,Households_Rural,Households_Rural_Dilapidated,Households_Rural_Livable,Households_Rural_Toilet_Premise,Households_Urban,Households_Urban_Dilapidated,Households_Urban_Livable,Households_Urban_Toilet_Premise,State/UT
Sitamarhi,856964.0,807294.0,39557.406,511017.102,92838.81,49670.0,3675.5800000000004,25778.73,26772.13,Bihar
Madhubani,1088786.0,1047552.0,58662.912,586629.1200000001,162370.56,41234.0,2350.338,17689.386,22266.36,Bihar
Supaul,600102.0,572287.0,19457.758,341083.05199999997,113312.826,27815.0,2225.2000000000003,12516.75,10263.735,Bihar
Araria,703274.0,659061.0,40861.782,386868.80700000003,123244.407,44213.0,2873.8450000000003,18481.034,26748.864999999998,Bihar
Kishanganj,445150.0,401793.0,18884.271,204110.844,69510.18900000001,43357.0,3078.3469999999998,18513.439000000002,24063.135000000002,Bihar
Purnia,798596.0,712847.0,34929.503000000004,442677.987,64869.077,85749.0,6688.422,44417.982,40130.532,Bihar
Katihar,738070.0,668232.0,24724.584000000003,430341.408,44771.544,69838.0,4469.6320000000005,33871.43,37922.03399999999,Bihar
Madhepura,510278.0,486278.0,17019.730000000003,302464.916,30149.236,24000.0,1896.0,11136.0,12456.0,Bihar
Saharsa,470697.0,432651.0,22065.200999999997,281655.801,37207.986,38046.0,3690.4619999999995,17539.206000000002,22485.185999999998,Bihar
Darbhanga,1002713.0,907174.0,45358.700000000004,562447.88,115211.098,95539.0,6783.268999999999,40412.996999999996,65444.215000000004,Bihar
Muzaffarpur,1119394.0,998694.0,61919.028,639164.16,112852.422,120700.0,10500.9,55401.299999999996,61919.1,Bihar
Gopalganj,554058.0,515925.0,34051.05,331739.775,64490.625,38133.0,2821.8420000000006,16435.323,25777.907999999996,Bihar
Siwan,674372.0,632514.0,51233.634,333967.392,132195.426,41858.0,3767.22,16743.2,28044.86,Bihar
Saran,777622.0,701323.0,58911.132000000005,423599.092,153589.737,76299.0,5188.332,27620.238000000005,58826.528999999995,Bihar
Vaishali,750811.0,699317.0,55945.36,371337.327,126576.37700000002,51494.0,3141.134,20391.624,26158.952,Bihar
Samastipur,1056465.0,1012979.0,83064.27799999999,472048.21400000004,204621.75799999997,43486.0,2652.6459999999997,14959.184,31049.004000000004,Bihar
Begusarai,733625.0,594377.0,51710.799,305509.778,105799.10600000001,139248.0,11000.592,57787.92,82156.31999999999,Bihar
Khagaria,394703.0,373696.0,45964.60800000001,212633.02399999998,93424.0,21007.0,2226.7419999999997,9369.122,13024.34,Bihar
Bhagalpur,653161.0,522527.0,50685.11899999999,309335.98400000005,88829.59000000001,130634.0,8491.210000000001,50424.724,91705.06800000001,Bihar
Banka,444096.0,425604.0,49370.064,243019.88400000002,108529.02,18492.0,1812.2160000000001,8044.0199999999995,10669.884000000002,Bihar
Munger,308063.0,222281.0,19783.009000000002,130701.22799999999,48234.977,85782.0,6176.304000000001,40574.886,56873.46599999999,Bihar
Lakhisarai,207645.0,175882.0,15477.616000000002,103418.616,44146.382,31763.0,2445.7509999999997,13594.564,22774.071000000004,Bihar
Sheikhpura,132638.0,108293.0,7363.924000000001,65517.265,12020.523000000001,24345.0,1241.595,11417.804999999998,10906.56,Bihar
Nalanda,616663.0,514141.0,40617.139,301286.626,134190.801,102522.0,6868.974,40188.624,76071.324,Bihar
Patna,1210094.0,657991.0,50665.307,387556.69899999996,176341.58800000002,552103.0,46376.652,288749.869,340095.448,Bihar
Bhojpur,511927.0,434559.0,40848.546,260735.4,105597.837,77368.0,5725.232000000001,34583.496,40386.096000000005,Bihar
Buxar,334657.0,299252.0,28428.94,178354.19199999998,68229.456,35405.0,2513.7549999999997,14799.289999999999,26058.079999999998,Bihar
Kaimur (Bhabua),340442.0,325143.0,29588.013,189883.512,89739.46800000001,15299.0,795.5480000000001,4742.69,13233.635,Bihar
Rohtas,608061.0,512383.0,44577.320999999996,296157.37399999995,105038.515,95678.0,7845.595999999999,39323.658,65635.108,Bihar
Aurangabad,477297.0,428291.0,44970.555,243269.28799999997,85658.20000000001,49006.0,4312.528,19406.376,32932.032,Bihar
Gaya,807571.0,696289.0,45258.785,419862.267,100961.905,111282.0,5118.972,37279.47,78119.964,Bihar
Nawada,424874.0,379551.0,24291.264,219000.92700000003,80085.26100000001,45323.0,2674.0570000000002,18945.014,31000.932,Bihar
Jamui,356760.0,325909.0,21509.994000000002,188375.40199999997,56056.348,30851.0,1665.9540000000002,12679.761,20978.68,Bihar
Jehanabad,214792.0,186660.0,12319.560000000001,107889.48,32105.519999999997,28132.0,393.84799999999996,6357.832,24587.368000000002,Bihar
Arwal,144294.0,134334.0,10746.72,53330.598000000005,26598.132,9960.0,537.84,4093.5600000000004,6772.8,Bihar
North  District,13609.0,11543.0,923.44,4582.571,2285.514,2066.0,28.923999999999996,466.916,1805.6840000000002,Sikkim
West District,33977.0,32091.0,2535.189,20153.148,5295.015,1886.0,88.642,678.9599999999999,1467.308,Sikkim
South District,39298.0,31135.0,3206.905,19397.105,5386.3550000000005,8163.0,522.432,3240.7110000000002,5656.959,Sikkim
East District,82138.0,40626.0,3250.08,26081.892,4834.494000000001,41512.0,3528.5200000000004,20299.368,20299.368,Sikkim
Tawang,13182.0,10730.0,976.43,6566.76,2392.79,2452.0,169.18800000000002,961.1840000000001,1660.0040000000001,Arunachal Pradesh
West Kameng,516663.6425,17889.0,1395.342,11073.291,4025.025,172779.8242,10539.5692762,89327.1691114,67384.131438,Arunachal Pradesh
East Kameng,19718.0,14503.0,536.6110000000001,6569.8589999999995,10877.25,5215.0,93.87,1058.645,5074.195,Arunachal Pradesh
Papum Pare,50488.0,20308.0,1604.332,10478.928,17079.028,30180.0,1991.88,4647.72,26950.74,Arunachal Pradesh
Upper Subansiri,19214.0,14542.0,857.9780000000001,6587.526,12346.158000000001,4672.0,42.048,714.816,4573.888000000001,Arunachal Pradesh
West Siang,30775.0,22272.0,1670.3999999999999,9265.152,19109.376,8503.0,144.55100000000002,1564.552,8069.347000000001,Arunachal Pradesh
East Siang,29021.0,19497.0,799.377,9144.092999999999,13530.918000000001,9524.0,57.144,2381.0,9285.9,Arunachal Pradesh
Upper Siang,10751.0,8569.0,214.22500000000002,4138.827,3333.341,2182.0,65.46,909.8940000000001,1907.0680000000002,Arunachal Pradesh
Changlang,39920.0,33422.0,868.9720000000001,19451.604000000003,7352.84,6498.0,162.45000000000002,3073.5539999999996,4158.72,Arunachal Pradesh
Tirap,24920.0,18420.0,736.8000000000001,8160.0599999999995,10094.159999999998,6500.0,227.50000000000003,2041.0,5960.5,Arunachal Pradesh
Lower Subansiri,23477.0,18112.0,452.8,11392.448,6230.527999999999,5365.0,64.38,2065.525,4565.615,Arunachal Pradesh
Kurung Kumey,19695.0,18603.0,148.824,7664.436000000001,13226.733,1092.0,22.932000000000002,327.59999999999997,1043.952,Arunachal Pradesh
Dibang Valley,3230.0,2055.0,30.825,575.4000000000001,974.0699999999999,1175.0,50.525,662.6999999999999,1065.7250000000001,Arunachal Pradesh
Lower Dibang Valley,15950.0,12000.0,48.0,3504.0,6755.999999999999,3950.0,43.45,1876.25,3167.9,Arunachal Pradesh
Lohit,44971.0,33599.0,571.183,16732.302,21940.147,11372.0,90.976,4355.476,10382.635999999999,Arunachal Pradesh
Anjaw,6453.0,6025.0,60.25,2608.825,5157.4,428.0,6.42,202.01600000000002,393.332,Arunachal Pradesh
Mon,51022.0,43607.0,654.105,17530.014000000003,29696.367,7415.0,51.904999999999994,1816.675,7303.775,Nagaland
Mokokchung,55278.0,37536.0,4692.0,16778.592,8820.96,17742.0,904.842,8817.774000000001,14300.052,Nagaland
Zunheboto,37311.0,31267.0,2251.224,15539.699000000002,20229.749,6044.0,338.46399999999994,2949.4719999999998,4968.168000000001,Nagaland
Wokha,46669.0,38499.0,1231.968,20288.973,18479.52,8170.0,302.29,2638.9099999999994,7238.619999999999,Nagaland
Dimapur,111969.0,49116.0,2946.96,26571.756,24312.42,62853.0,2262.708,29352.351000000002,56064.876000000004,Nagaland
Phek,46198.0,38903.0,2334.18,20540.784,10776.131,7295.0,0.0,4982.485,4683.39,Nagaland
Tuensang,50141.0,40690.0,569.66,26041.600000000002,25512.63,9451.0,529.256,4602.637000000001,8902.842,Nagaland
Longleng,15137.0,12686.0,63.43,4325.926,12216.618,2451.0,17.156999999999996,808.83,2414.235,Nagaland
Kiphire,20322.0,16032.0,272.54400000000004,7086.144,11494.944000000001,4290.0,8.58,1548.69,4049.76,Nagaland
Kohima,76100.0,31845.0,318.45,16432.02,18947.774999999998,44255.0,88.51,9603.335,42794.58500000001,Nagaland
Peren,24277.0,20204.0,646.528,9031.188,18506.863999999998,4073.0,85.533,1409.258,3942.6639999999998,Nagaland
Senapati,39834.0,38008.0,912.192,20676.352000000003,28658.032,1826.0,7.304,710.3140000000001,1709.136,Manipur
Tamenglong,28101.0,23982.0,815.388,13190.1,11943.036,4119.0,127.689,2220.141,3657.672,Manipur
Churachandpur,57825.0,52972.0,1165.384,35014.492,36550.68,4853.0,271.768,3091.361,3673.721,Manipur
Bishnupur,56149.0,34977.0,349.77,20006.844,12801.582,21172.0,84.688,5885.816000000001,20176.915999999997,Manipur
Thoubal,104263.0,65961.0,395.766,22162.896,34431.642,38302.0,727.7379999999999,12218.338,35237.840000000004,Manipur
Imphal West,136801.0,51055.0,459.49500000000006,27059.15,39363.405,85746.0,1800.6660000000002,52390.806,79658.034,Manipur
Imphal East,110941.0,64421.0,1417.2620000000002,38459.337,46705.225,46520.0,837.3600000000001,29493.68,45403.52,Manipur
Ukhrul,41890.0,36084.0,3031.056,20423.544,23959.776,5806.0,603.8240000000001,3175.882,5614.402,Manipur
Chandel,34160.0,30377.0,698.6709999999999,16282.072,25000.270999999997,3783.0,87.009,1986.075,3737.604,Manipur
Mamit,20855.0,16726.0,986.8340000000001,5803.9220000000005,15237.385999999999,4129.0,169.289,1242.829,3897.7760000000003,Mizoram
Kolasib,22176.0,9669.0,531.795,3239.1150000000002,8866.473,12507.0,650.364,3351.876,11769.087,Mizoram
Aizawl,100911.0,20570.0,1090.21,6808.67,18924.4,80341.0,3535.0040000000004,24504.005,77689.747,Mizoram
Champhai,31112.0,18395.0,846.17,6695.78,16721.055,12717.0,406.944,4005.855,12144.734999999999,Mizoram
Serchhip,15490.0,7472.0,388.54400000000004,5260.2880000000005,6007.488,8018.0,336.75600000000003,4522.151999999999,7705.298,Mizoram
Lunglei,38794.0,21479.0,880.6389999999999,12543.735999999999,16560.308999999997,17315.0,2701.14,7047.205000000001,16778.235,Mizoram
Lawngtlai,27266.0,21993.0,1297.587,10930.521,18276.183,5273.0,52.730000000000004,1128.422,5204.451,Mizoram
Saiha,12827.0,7043.0,154.94600000000003,3317.253,6740.151000000001,5784.0,138.816,2226.84,5587.344,Mizoram
West Tripura,506637.0,289621.0,4923.557000000001,100208.86600000001,282090.85400000005,217016.0,1519.1119999999999,36024.656,215496.888,Tripura
South Tripura,264077.0,219171.0,10520.208,105640.422,207993.279,44906.0,673.59,19938.264,43738.444,Tripura
Dhalai,103528.0,89457.0,5546.334,46517.64,86236.54800000001,14071.0,1350.816,6557.086,13986.574000000002,Tripura
North Tripura,192621.0,150437.0,5867.043,74917.626,121101.785,42184.0,337.472,11305.312,41002.848,Tripura
West Garo Hills,157945.0,139351.0,7246.252,69257.447,84307.355,18594.0,297.504,6433.524,18277.902,Meghalaya
East Garo Hills,74216.0,62698.0,3260.2960000000003,20314.152000000002,54547.26,11518.0,264.914,3305.6659999999997,11241.568,Meghalaya
South Garo Hills,39643.0,35930.0,1437.2,14875.019999999999,30612.36,3713.0,133.668,1195.586,3642.453,Meghalaya
West Khasi Hills,87131.0,74832.0,3367.44,32102.928,61811.231999999996,12299.0,442.76400000000007,3369.9259999999995,12053.02,Meghalaya
Ribhoi,63724.0,57988.0,4175.136,27544.3,38504.032,5736.0,516.24,2294.4,5529.504000000001,Meghalaya
East Khasi Hills,215091.0,106248.0,8818.584,51424.032,86592.12,108843.0,7727.852999999999,37441.992,105577.70999999999,Meghalaya
Jaintia Hills,83717.0,76546.0,4210.03,37507.54,43095.397999999994,7171.0,451.773,2445.311,6733.569,Meghalaya
Kokrajhar,222011.0,204896.0,7376.256000000001,100194.144,162482.528,17115.0,205.38,7239.6449999999995,16550.205,Assam
Dhubri,521019.0,460602.0,18424.08,235828.22400000002,292021.668,60417.0,1631.2590000000002,25314.722999999998,52804.458000000006,Assam
Goalpara,268114.0,228610.0,21032.12,128250.21,93272.87999999999,39504.0,1817.184,18487.872,35751.12,Assam
Barpeta,499381.0,447189.0,26384.151,241034.871,286648.149,52192.0,1617.952,17797.472,47703.488000000005,Assam
Morigaon,257481.0,232206.0,21595.158000000003,122836.974,102867.25799999999,25275.0,530.775,5939.625,24491.475000000002,Assam
Nagaon,799185.0,674999.0,56699.916000000005,313199.53599999996,294299.564,124186.0,2607.906,17386.04,119342.746,Assam
Sonitpur,547853.0,483325.0,62832.25,265828.75,120347.925,64528.0,3032.816,16002.944,58139.727999999996,Assam
Lakhimpur,327933.0,293239.0,51610.064000000006,188259.438,114363.21,34694.0,4232.668,13808.212,27789.893999999997,Assam
Dhemaji,228262.0,211758.0,26681.508,127901.832,131501.718,16504.0,1320.32,7657.856,14028.4,Assam
Tinsukia,381614.0,290704.0,54652.352,183724.928,202911.392,90910.0,6727.340000000001,30727.579999999998,84364.48,Assam
Dibrugarh,377015.0,299852.0,44378.096000000005,187407.5,171515.344,77163.0,7098.996,33025.764,69678.189,Assam
Sivasagar,405229.0,360182.0,49705.116,213587.92599999998,259331.03999999998,45047.0,2657.773,19685.539,42884.744000000006,Assam
Jorhat,367154.0,286330.0,29205.66,166357.72999999998,157481.5,80824.0,3637.08,26025.328,76782.8,Assam
Golaghat,327083.0,292893.0,28410.620999999996,189794.66400000002,157283.541,34190.0,1880.45,12889.63,32377.930000000004,Assam
Karbi Anglong,252876.0,215691.0,21569.100000000002,142787.442,86923.473,37185.0,2677.32,17960.355,35548.86,Assam
Dima Hasao,58919.0,37610.0,1880.5,21061.600000000002,29072.530000000002,21309.0,1065.45,7905.639,20137.004999999997,Assam
Cachar,435160.0,346227.0,19734.939000000002,187655.034,256900.434,88933.0,3646.2529999999997,26413.101,85731.41200000001,Assam
Karimganj,294640.0,261945.0,15978.645,157952.835,188338.45500000002,32695.0,1275.105,11900.98,30471.74,Assam
Hailakandi,175417.0,159215.0,12896.415,96961.935,93777.635,16202.0,648.08,5719.306,15262.284000000001,Assam
Bongaigaon,220393.0,181923.0,14371.917,116430.72,118431.87299999998,38470.0,1615.74,14887.890000000001,37585.19,Assam
Chirang,140631.0,129018.0,5547.773999999999,83990.718,62573.729999999996,11613.0,418.06800000000004,6038.76,10974.285,Assam
Kamrup,434445.0,390596.0,17576.82,243731.904,223030.31600000002,43849.0,1447.017,19819.748,42358.134,Assam
Kamrup Metropolitan,428192.0,61334.0,7482.748,34899.045999999995,47595.183999999994,366858.0,22378.338,136471.176,351449.964,Assam
Nalbari,238944.0,210706.0,31395.194,121366.65600000002,176360.92200000002,28238.0,2456.7059999999997,10193.918,27503.812,Assam
Baksa,295221.0,291641.0,48995.688,173526.395,238853.97900000002,3580.0,272.08,1091.8999999999999,3511.98,Assam
Darrang,288706.0,268517.0,33564.625,172656.431,132110.364,20189.0,868.127,5854.8099999999995,18493.124,Assam
Udalguri,281625.0,267790.0,29189.11,153979.25,64269.6,13835.0,2047.5800000000004,5464.825,11745.915,Assam
Darjiling,518959.0,303284.0,37303.932,179240.84399999998,172871.87999999998,215675.0,18332.375,97269.425,169736.225,West Bengal
Jalpaiguri,1117804.0,798378.0,80636.178,418350.07200000004,516550.566,319426.0,12457.614,87203.29800000001,309843.22,West Bengal
Koch Bihar,900738.0,803407.0,76323.66500000001,490078.26999999996,511770.259,97331.0,8273.135,42144.323,87695.23099999999,West Bengal
Uttar Dinajpur,778250.0,683981.0,76605.87199999999,439799.783,264700.647,94269.0,7070.175,50151.108,88707.129,West Bengal
Dakshin Dinajpur,461026.0,390949.0,69588.922,225186.62400000004,186091.72400000002,70077.0,6026.621999999999,24106.487999999998,64330.685999999994,West Bengal
Maldah,958996.0,830318.0,88844.026,497360.48199999996,344581.97,128678.0,9264.816,45423.333999999995,115552.844,West Bengal
Murshidabad,1851965.0,1501066.0,120085.28,813577.7720000001,785057.518,350899.0,18597.647,111234.98300000001,305282.13,West Bengal
Birbhum,965609.0,831044.0,132967.04,480343.432,308317.324,134565.0,14129.324999999999,50058.18000000001,110746.995,West Bengal
Barddhaman,2227236.0,1364868.0,171973.368,787528.8360000001,760231.476,862368.0,68127.072,292342.752,778718.304,West Bengal
Nadia,1549771.0,1081381.0,134091.244,626119.5989999999,222764.486,468390.0,68384.94,187356.0,377522.33999999997,West Bengal
North Twenty Four Parganas,2859140.0,1209337.0,143911.103,696578.1120000001,332567.67500000005,1649803.0,153431.67900000003,565882.429,1511219.548,West Bengal
Hugli,1640038.0,992085.0,112105.605,585330.15,251989.59,647953.0,53780.099,314257.205,481429.07899999997,West Bengal
Bankura,991400.0,900515.0,153087.55000000002,505188.91500000004,312478.705,90885.0,10542.66,44079.225,56166.93,West Bengal
Puruliya,752652.0,653219.0,101902.164,339673.88,122151.953,99433.0,9247.269000000002,37088.509,61250.728,West Bengal
Haora,1352697.0,483384.0,45438.096,250392.912,222840.024,869313.0,54766.719,332077.566,621558.7949999999,West Bengal
Kolkata,1308106.0,0.0,0.0,0.0,0.0,1308106.0,138659.236,538939.672,1220462.8979999998,West Bengal
South Twenty Four Parganas,2180232.0,1568802.0,309053.99399999995,726355.326,1237784.7780000002,611430.0,33017.22,204217.61999999997,574744.2,West Bengal
Paschim Medinipur,1565383.0,1364335.0,159627.19499999998,620772.425,819965.335,201048.0,10655.544,67753.176,178530.624,West Bengal
Purba Medinipur,1363713.0,1193006.0,139581.702,625135.144,196845.99000000002,170707.0,15192.923000000003,66234.31599999999,103107.02799999999,West Bengal
Garhwa,292052.0,272872.0,20192.528000000002,171090.744,16645.192,19180.0,1285.0600000000002,8343.3,9762.62,Jharkhand
Chatra,215502.0,200974.0,27935.386000000002,81193.496,120986.348,14528.0,944.32,5113.856000000001,12130.88,Jharkhand
Kodarma,151485.0,116714.0,18907.668,58240.286,64192.700000000004,34771.0,2816.451,13386.835000000001,28894.700999999997,Jharkhand
Giridih,499450.0,452564.0,59738.448000000004,236238.408,189624.316,46886.0,3891.538,15378.607999999998,36195.992,Jharkhand
Deoghar,321710.0,257373.0,46584.513000000006,126112.77,220311.288,64337.0,6498.036999999999,22389.275999999998,53271.036,Jharkhand
Godda,292030.0,276454.0,12716.884,172507.296,13546.246000000001,15576.0,1059.1680000000001,6931.32,7211.687999999999,Jharkhand
Sahibganj,260993.0,223450.0,10055.25,128483.74999999999,14747.7,37543.0,1539.2629999999997,17419.951999999997,24665.751,Jharkhand
Pakur,217175.0,200588.0,8424.696,104907.524,15244.688,16587.0,895.6980000000001,7414.389,8343.261,Jharkhand
Dhanbad,664219.0,258764.0,8021.684,138697.50400000002,15008.311999999998,405455.0,13785.470000000001,150018.35,248543.915,Jharkhand
Bokaro,508764.0,250312.0,12765.911999999998,151689.072,13767.16,258452.0,10854.984,96661.048,176522.716,Jharkhand
Lohardaga,111484.0,96759.0,8901.828,60667.893000000004,7643.961,14725.0,618.45,5418.8,9556.525,Jharkhand
Purbi Singhbhum,604663.0,262537.0,19165.200999999997,170911.58699999997,24153.404,342126.0,26685.828,159088.59,185774.41799999998,Jharkhand
Palamu,407904.0,355529.0,25242.558999999997,212961.87099999998,25953.617,52375.0,2985.375,24459.125,24354.375,Jharkhand
Latehar,160514.0,146377.0,6879.719,76408.79400000001,17857.994,14137.0,551.343,6290.965,8383.241,Jharkhand
Hazaribagh,381748.0,312983.0,12832.302999999998,157430.449,20656.878,68765.0,2200.48,25236.755000000005,43115.655,Jharkhand
Ramgarh,252625.0,134067.0,3753.8759999999997,83791.875,9786.891,118558.0,5216.552000000001,42917.99600000001,83583.39,Jharkhand
Dumka,326978.0,303697.0,17614.426,154885.47,41302.792,23281.0,535.463,6006.4980000000005,18787.767,Jharkhand
Jamtara,185668.0,165555.0,10429.965,103968.54,12251.070000000002,20113.0,1086.102,8065.313,11725.878999999999,Jharkhand
Ranchi,730982.0,420740.0,9256.28,244029.19999999998,30293.280000000002,310242.0,15512.1,125958.25200000001,173115.036,Jharkhand
Khunti,135719.0,344332.1893,11362.9622469,167001.1118105,32022.893604900008,172779.8242,5183.3947259999995,57190.121810200006,126993.170787,Jharkhand
Gumla,233074.0,216629.0,8231.902,108531.129,23829.19,16445.0,592.0200000000001,6545.11,9867.0,Jharkhand
Simdega,155283.0,144169.0,8650.14,92123.991,8938.478,11114.0,555.7,3723.19,7135.188,Jharkhand
Pashchimi Singhbhum,400324.0,336928.0,16509.472,210916.928,14824.832000000002,63396.0,2092.068,21237.66,38100.996,Jharkhand
Saraikela-Kharsawan,285687.0,217248.0,6517.44,119486.40000000001,28676.736,68439.0,2805.999,21763.602,54135.248999999996,Jharkhand
Bargarh,458961.0,411566.0,13993.244,237473.58200000002,16462.64,47395.0,1421.85,18104.89,25545.905000000002,Orissa
Jharsuguda,177186.0,103224.0,2993.4959999999996,65340.792,6606.336,73962.0,3698.1000000000004,28401.408,50663.97,Orissa
Sambalpur,315495.0,220697.0,6400.213,131535.41199999998,10814.153,94798.0,3791.92,37919.200000000004,50622.132000000005,Orissa
Debagarh,98758.0,91408.0,3656.32,46526.672,3382.0960000000005,7350.0,330.75,2756.25,4329.15,Orissa
Sundargarh,618062.0,387911.0,13964.796000000002,207532.385,24826.304,230151.0,7825.134000000001,84235.266,148447.39500000002,Orissa
Kendujhar,574298.0,490634.0,41703.89,328234.146,60347.982,83664.0,3932.208,39071.088,45345.888000000006,Orissa
Mayurbhanj,753589.0,689110.0,40657.490000000005,492713.64999999997,64776.340000000004,64479.0,3610.8239999999996,29337.945,34560.744,Orissa
Baleshwar,683594.0,601154.0,46890.012,419004.33800000005,51699.244,82440.0,4286.88,33965.280000000006,49051.799999999996,Orissa
Bhadrak,428106.0,373862.0,50097.508,280396.5,22057.858,54244.0,2983.42,33794.012,27827.172000000002,Orissa
Kendrapara,438243.0,414749.0,24055.442,314794.491,34838.916000000005,23494.0,1033.736,11018.686,15388.570000000002,Orissa
Jagatsinghapur,352732.0,309685.0,26632.909999999996,216779.5,28800.705000000005,43047.0,3314.619,21006.935999999998,21867.876,Orissa
Cuttack,790297.0,579529.0,49839.494,420158.52499999997,86929.34999999999,210768.0,17072.208,92316.38399999999,134891.52,Orissa
Jajapur,541139.0,495611.0,57490.876,307774.431,112503.69699999999,45528.0,3278.0160000000005,19212.816000000003,30959.04,Orissa
Dhenkanal,352369.0,315390.0,28069.710000000003,202795.77000000002,50462.4,36979.0,2736.4460000000004,19487.933,19155.122,Orissa
Anugul,414587.0,340410.0,25530.75,194033.69999999998,53784.78,74177.0,6527.576000000001,33082.942,42874.306,Orissa
Nayagarh,288334.0,261646.0,18576.865999999998,149923.158,57823.766,26688.0,987.4560000000001,15265.536000000002,11956.223999999998,Orissa
Khordha,688729.0,331834.0,33515.234,182508.7,74330.81599999999,356895.0,22841.28,130623.56999999999,278378.10000000003,Orissa
Puri,474224.0,402014.0,58694.043999999994,232364.09199999998,80000.786,72210.0,5054.700000000001,30978.09,44192.52,Orissa
Ganjam,1015394.0,795476.0,91479.74,521036.78,112957.59199999999,219918.0,16713.768,91925.724,131510.964,Orissa
Gajapati,175145.0,152095.0,18251.399999999998,97949.18000000001,25399.864999999998,23050.0,1521.3000000000002,8943.4,14752.0,Orissa
Kandhamal,242935.0,218446.0,26650.412,140460.778,34732.914,24489.0,1861.164,11877.164999999999,13664.862,Orissa
Baudh,137954.0,131377.0,11167.045,81979.248,24041.990999999998,6577.0,335.42699999999996,2407.182,5037.981999999999,Orissa
Subarnapur,193502.0,176927.0,19815.823999999997,113410.20699999998,27600.612,16575.0,961.3499999999999,7690.799999999999,12149.475,Orissa
Balangir,538962.0,476770.0,45293.15,293690.32,91063.07,62192.0,3233.9840000000004,24814.607999999997,40611.376000000004,Orissa
Nuapada,209127.0,197258.0,11638.222000000002,132162.86000000002,25051.766,11869.0,593.45,4830.683,6729.723000000001,Orissa
Kalahandi,494748.0,456336.0,30118.176000000003,313959.16799999995,28749.168,38412.0,2458.368,17861.58,21702.78,Orissa
Rayagada,286548.0,237343.0,11155.121,178244.59299999996,21360.87,49205.0,2657.07,27604.005,25242.165,Orissa
Nabarangapur,372264.0,342840.0,24684.480000000003,253701.6,27084.36,29424.0,1706.5919999999999,18066.336,11475.36,Orissa
Koraput,460128.0,381789.0,26725.230000000003,261907.254,38560.689,78339.0,5327.052000000001,36740.990999999995,45514.958999999995,Orissa
Malkangiri,183723.0,167884.0,8058.432,122387.43600000002,21321.268,15839.0,1029.535,8347.153,7666.076,Orissa
Koriya,181615.0,121852.0,11454.088,85661.95599999999,9991.864,59763.0,4123.647,28566.714,35140.644,Chhattisgarh
Surguja,516663.6425,344332.1893,19626.934790100004,239999.53594210005,22725.9244938,65167.0,2802.1809999999996,23329.786,39426.034999999996,Chhattisgarh
Jashpur,516663.6425,344332.1893,15150.616329200002,238622.2071849,19971.2669794,20722.0,1015.378,10651.108,11065.548,Chhattisgarh
Raigarh,420916.0,354278.0,18776.734,232760.646,29050.795999999995,66638.0,3731.7279999999996,25922.182,43248.062,Chhattisgarh
Korba,332653.0,206598.0,15288.252000000002,139040.454,12395.88,126055.0,10588.62,57607.135,60128.23500000001,Chhattisgarh
Janjgir - Champa,440773.0,379583.0,8350.826000000001,191689.415,32264.555000000004,61190.0,795.47,22946.25,36285.67,Chhattisgarh
Bilaspur,737806.0,549632.0,11542.272,269319.68,118170.88,188174.0,3010.784,55323.155999999995,115350.662,Chhattisgarh
Kabeerdham,211179.0,187311.0,3371.5980000000004,78483.309,22102.698,23868.0,286.416,9022.104,10072.296,Chhattisgarh
Rajnandgaon,390132.0,313604.0,15052.992,180008.696,40768.520000000004,76528.0,2295.8399999999997,28927.583999999995,43850.543999999994,Chhattisgarh
Durg,883189.0,533448.0,25605.504,306199.152,69348.24,349741.0,3847.1510000000003,61904.157,283290.21,Chhattisgarh
Raipur,1068500.0,673499.0,24245.964000000004,190600.21700000003,342810.991,395001.0,11850.029999999999,149310.37799999997,226335.57299999997,Chhattisgarh
Mahasamund,310567.0,274793.0,9892.548,77766.41900000001,139869.637,35774.0,393.51400000000007,6331.998,28976.940000000002,Chhattisgarh
Dhamtari,210481.0,168689.0,5398.048,91766.816,20073.991,41792.0,668.672,12412.224,24490.111999999997,Chhattisgarh
Uttar Bastar Kanker,194069.0,169191.0,9474.696,99822.68999999999,18611.01,24878.0,945.364,10896.563999999998,11045.832,Chhattisgarh
Bastar,371319.0,316425.0,19618.35,192702.82499999998,28478.25,54894.0,2799.5939999999996,20146.098,27172.53,Chhattisgarh
Narayanpur,33095.0,26916.0,915.1440000000001,12838.932,4979.46,6179.0,154.47500000000002,2026.7119999999998,3287.228,Chhattisgarh
Dakshin Bastar Dantewada,137849.0,106545.0,5327.25,55829.58,14916.300000000001,31304.0,688.6880000000001,9265.984,19596.304,Chhattisgarh
Bijapur,58391.0,50449.0,2976.491,28755.929999999997,6507.921,7942.0,230.31799999999998,2390.542,5162.3,Chhattisgarh
Sheopur,176522.0,150146.0,6906.715999999999,90087.59999999999,22822.192,26376.0,1081.416,10866.912,13214.376,Madhya Pradesh
Morena,414586.0,319298.0,13410.516000000001,175933.198,77270.116,95288.0,3335.0800000000004,37352.896,51074.368,Madhya Pradesh
Bhind,359596.0,271211.0,8136.33,126113.115,40139.228,88385.0,2828.32,33409.53,53826.465,Madhya Pradesh
Gwalior,444892.0,172720.0,5872.4800000000005,90159.84,24008.08,272172.0,7892.987999999999,96348.88799999999,166024.91999999998,Madhya Pradesh
